Local time,Open,High,Low,Close,Volume
03.05.2024 09:00:00.000 GMT+0100,2299.375,2302.925,2298.615,2301.085,539319.9984999999
03.05.2024 09:15:00.000 GMT+0100,2300.975,2301.275,2299.105,2300.282,424939.99559999997
03.05.2024 09:30:00.000 GMT+0100,2300.282,2300.695,2298.865,2300.285,502449.9994999999
03.05.2024 09:45:00.000 GMT+0100,2300.365,2302.415,2299.945,2301.675,221630.0014
03.05.2024 10:00:00.000 GMT+0100,2301.575,2302.025,2299.875,2299.962,195479.99850000005
03.05.2024 10:15:00.000 GMT+0100,2299.962,2301.685,2299.722,2301.635,298810.0004
03.05.2024 10:30:00.000 GMT+0100,2301.695,2303.425,2300.755,2302.445,308089.9985
03.05.2024 10:45:00.000 GMT+0100,2302.425,2302.765,2300.385,2301.835,446570.00099999993
03.05.2024 11:00:00.000 GMT+0100,2301.815,2301.985,2299.716,2300.196,503430.00230000005
03.05.2024 11:15:00.000 GMT+0100,2300.205,2300.865,2299.625,2300.055,143400
03.05.2024 11:30:00.000 GMT+0100,2299.985,2300.985,2299.105,2300.985,494379.9975
03.05.2024 11:45:00.000 GMT+0100,2301.015,2301.085,2298.225,2299.385,294300.0035
03.05.2024 12:00:00.000 GMT+0100,2299.415,2300.035,2296.615,2297.395,573000.0149000001
03.05.2024 12:15:00.000 GMT+0100,2297.385,2300.095,2297.135,2299.125,328089.99659999995
03.05.2024 12:30:00.000 GMT+0100,2299.085,2300.155,2297.455,2298.975,464740.00080000004
03.05.2024 12:45:00.000 GMT+0100,2298.975,2299.155,2296.882,2298.535,801660.0013
03.05.2024 13:00:00.000 GMT+0100,2298.535,2299.405,2297.235,2298.805,1022799.9948000001
03.05.2024 13:15:00.000 GMT+0100,2298.795,2300.025,2294.872,2296.815,1252359.9862
03.05.2024 13:30:00.000 GMT+0100,2296.795,2320.922,2296.555,2303.345,2665840.0072
03.05.2024 13:45:00.000 GMT+0100,2303.345,2306.622,2297.702,2305.082,3097929.9842
03.05.2024 14:00:00.000 GMT+0100,2305.045,2309.222,2302.592,2305.962,2108260.0059
03.05.2024 14:15:00.000 GMT+0100,2305.975,2306.172,2300.476,2301.285,1777070.0005000003
03.05.2024 14:30:00.000 GMT+0100,2301.295,2304.772,2277.552,2287.005,3261410.0428
03.05.2024 14:45:00.000 GMT+0100,2287.015,2293.766,2281.292,2290.175,2549640.0334
