Local time,Open,High,Low,Close,Volume
03.11.2024 11:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 12:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 12:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 12:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 12:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 13:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 13:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 13:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 13:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 14:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 14:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 14:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 14:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 15:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 15:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 15:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 15:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 16:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 16:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 16:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 16:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 17:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 17:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 17:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 17:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 18:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 18:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 18:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 18:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 19:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 19:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 19:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 19:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 20:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 20:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 20:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 20:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 21:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 21:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 21:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 21:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 22:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 22:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 22:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 22:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 23:00:00.000 GMT-0000,2733.298,2739.275,2730.000,2736.545,927744.0010999999
03.11.2024 23:15:00.000 GMT-0000,2736.565,2739.355,2736.135,2739.105,447450.00369999994
03.11.2024 23:30:00.000 GMT-0000,2739.125,2740.215,2737.685,2739.545,225810.0014
03.11.2024 23:45:00.000 GMT-0000,2739.515,2739.825,2738.085,2738.235,140309.999
04.11.2024 00:00:00.000 GMT-0000,2738.205,2739.815,2737.065,2737.715,388520.00519999996
04.11.2024 00:15:00.000 GMT-0000,2737.705,2739.595,2736.835,2739.425,295200.00330000004
04.11.2024 00:30:00.000 GMT-0000,2739.395,2739.395,2737.865,2738.365,252420.0011
04.11.2024 00:45:00.000 GMT-0000,2738.365,2740.814,2738.365,2740.235,441059.99370000005
04.11.2024 01:00:00.000 GMT-0000,2740.215,2741.198,2735.185,2736.565,1384080.0076
04.11.2024 01:15:00.000 GMT-0000,2736.545,2739.165,2736.385,2737.975,606420.0046999999
04.11.2024 01:30:00.000 GMT-0000,2737.905,2739.745,2737.225,2738.125,423720.00009999995
04.11.2024 01:45:00.000 GMT-0000,2738.125,2741.065,2737.475,2739.775,440520.00519999996
04.11.2024 02:00:00.000 GMT-0000,2739.775,2740.885,2737.975,2738.015,391710.003
04.11.2024 02:15:00.000 GMT-0000,2738.015,2739.015,2736.845,2738.365,280290.0001
04.11.2024 02:30:00.000 GMT-0000,2738.365,2739.275,2737.015,2738.925,589290.0012
04.11.2024 02:45:00.000 GMT-0000,2738.935,2740.378,2738.054,2739.778,981539.9907000001
04.11.2024 03:00:00.000 GMT-0000,2739.765,2741.945,2739.195,2741.855,901890.0020000002
04.11.2024 03:15:00.000 GMT-0000,2741.915,2742.185,2740.075,2742.045,361560.001
04.11.2024 03:30:00.000 GMT-0000,2742.015,2742.315,2740.385,2741.175,501779.99820000003
